_id , RA  , Dec  , CounterpartRA , CounterpartDEC , LII , BII , bat70_name , Type , other_name , SNR , Flux15-195KeV, Flux_low , Flux_high , Redshift , lum , Error radius, Chi^2 , Gamma , Gamma_low , Gamma_high
419 , 128.825 , -45.18067 , 128.836105 , -45.176399 , "263.55" , "-2.8" , "SWIFT J0835.2-45" , "Pulsar" , "PSR B0833-45" , 74.9 , 174.7 , 170.4 , 179.1 , 0 , -9.9 , 0.48 , 1.4 , 1.89 , 1.86 , 1.92
420 , 129.54458 , 48.64422 , 129.591599 , 48.633801 , "170.86" , "37.32" , "SWIFT J0838.0+48" , "CV/DQ Her" , "RX J0838.3+483" , 19.6 , 29.23 , 26.4 , 32.23 , 0 , -9.9 , 1.46 , 1.4 , 2.7 , 2.53 , 2.88
421 , 130.34042 , 70.89944 , 130.351501 , 70.895103 , "143.53" , "34.42" , "SWIFT J0841.4+70" , "Blazar" , " " , 30.1 , 67.74 , 63.43 , 72.14 , 2.172 , 48.379 , 0.98 , 0.4 , 1.59 , 1.51 , 1.68
422 , 129.62333 , -35.96364 , 129.628296 , -35.992599 , "256.55" , "3.24" , "SWIFT J0838.4-35" , "Sy1.5" , " " , 15 , 28.91 , 25.16 , 32.88 , 0.032 , 43.822 , 1.89 , 2.8 , 2.15 , 1.97 , 2.34
423 , 130.0475 , 29.78842 , 130.009857 , 29.817402 , "194.23" , "35.41" , "SWIFT J0840.2+29" , "Sy2" , " " , 7.3 , 16.06 , 11.67 , 20.91 , 0.065 , 44.211 , 3.84 , 0.4 , 1.82 , 1.46 , 2.22
424 , 129.6875 , -48.52839 , 129.70462 , -48.523529 , "266.58" , "-4.35" , "SWIFT J0838.8-48" , "CV dwarf nova" , "IGR J08390-483" , 8.5 , 16.83 , 13.2 , 20.79 , 0 , -9.9 , 3.31 , 0.7 , 2.14 , 1.82 , 2.49
425 , 129.94542 , -12.25828 , 129.960907 , -12.2428 , "237.17" , "17.4" , "SWIFT J0839.6-12" , "QSO" , " " , 11.1 , 24.65 , 20.28 , 29.35 , 0.198 , 45.441 , 2.53 , 0.5 , 2.02 , 1.77 , 2.29
426 , 130.255 , -45.12161 , 130.199097 , -45.058399 , "264.11" , "-1.96" , "SWIFT J0841.0-45" , "HMXB / SFXT" , "IGR J08408-450" , 5.6 , 6.39 , 3.91 , 9.51 , 0 , -9.9 , 4.97 , 2 , 2.77 , 2.12 , 3.67
427 , 130.50375 , 8.00164 , 130.523224 , 7.990439 , "218.5" , "28.18" , "SWIFT J0842.0+07" , "QSO" , " " , 6.8 , 15.69 , 10.91 , 21.07 , 0.134 , 44.871 , 4.12 , 1 , 2.02 , 1.58 , 2.54
428 , 130.90833 , 35.86233 , 130.937469 , 35.828331 , "187.01" , "37.32" , "SWIFT J0843.5+35" , "Sy2" , " " , 5.6 , 10.74 , 7.02 , 15.03 , 0.054 , 43.871 , 4.97 , 0.8 , 1.99 , 1.53 , 2.55
429 , 131.34458 , 14.34414 , 131.327194 , 14.3428 , "212.27" , "31.61" , "SWIFT J0845.3+14" , "Sy1.9" , "IRAS F08425+14" , 8.9 , 19.91 , 15.36 , 24.88 , 0.061 , 44.245 , 3.17 , 0.8 , 1.99 , 1.68 , 2.34
430 , 131.32167 , -35.46817 , 131.340393 , -35.513302 , "257.01" , "4.63" , "SWIFT J0845.0-35" , "QSO Sy1.2" , " " , 6.5 , 12.76 , 9.02 , 16.98 , 0.137 , 44.804 , 4.33 , 0.6 , 2.03 , 1.63 , 2.48
431 , 134.0025 , 78.19397 , 133.907211 , 78.223083 , "134.94" , "32.72" , "SWIFT J0856.0+78" , "Sy2" , " " , 6.6 , 13.44 , 9.72 , 17.54 , 0.005 , 41.812 , 4.23 , 0.9 , 1.76 , 1.4 , 2.15
432 , 133.83167 , 64.41106 , 133.802338 , 64.395943 , "150.76" , "37.52" , "SWIFT J0855.6+64" , "Sy2" , " " , 8.7 , 17.71 , 13.93 , 21.81 , 0.036 , 43.726 , 3.25 , 1.4 , 1.83 , 1.54 , 2.13
433 , 133.54792 , -8.41839 , 133.621994 , -8.4078 , "235.89" , "22.49" , "SWIFT J0854.3-08" , "SRC/X-RAY" , " " , 5.2 , 13.13 , 8.6 , 18.28 , -1 , -9.9 , 5.39 , 2.1 , 1.79 , 1.31 , 2.31
434 , 133.92208 , -28.92617 , 133.8228 , -28.905899 , "253.25" , "10.44" , "SWIFT J0855.7-28" , "Galaxy" , " " , 6.5 , 8.53 , 5.56 , 12.12 , -1 , -9.9 , 4.33 , 0.7 , 2.72 , 2.14 , 3.55
435 , 134.90958 , 44.90878 , 134.876984 , 44.913898 , "175.65" , "41.02" , "SWIFT J0859.5+44" , "Galaxy" , " " , 5.5 , 8.71 , 5.77 , 12.21 , 0.006 , 41.85 , 5.13 , 0.4 , 2.42 , 1.92 , 3.08
436 , 135.62042 , 60.10706 , 135.492996 , 60.152 , "155.8" , "39.44" , "SWIFT J0902.0+60" , "Sy2" , " " , 5.5 , 12.21 , 8.07 , 16.86 , 0.011 , 42.525 , 5.08 , 1.8 , 1.57 , 1.1 , 2.08
437 , 135.52875 , -40.57942 , 135.528595 , -40.554699 , "263.07" , "3.91" , "SWIFT J0902.1-40" , "HMXB/NS" , "4U 0900-40" , 2554.9 , 3932 , 3929 , 3935 , 0 , -9.9 , 0.3 , 79387 , 2.86 , 2.86 , 2.86
438 , 136.16417 , 55.59581 , 136.154007 , 55.6008 , "161.47" , "40.71" , "SWIFT J0904.3+55" , "Sy1" , " " , 7.9 , 15.2 , 11.47 , 19.33 , 0.037 , 43.684 , 3.55 , 1.1 , 1.93 , 1.6 , 2.31
439 , 135.67833 , -48.22722 , 135.655502 , -48.226101 , "268.87" , "-1.08" , "SWIFT J0902.7-48" , "Sy1" , "IGR J09026-481" , 13.1 , 29.41 , 25.37 , 33.66 , 0.039 , 44.02 , 2.16 , 0.7 , 1.9 , 1.72 , 2.1
440 , 135.65542 , -68.22939 , 135.664001 , -68.226997 , "284.17" , "-14.17" , "SWIFT J0902.7-68" , "XBONG" , " " , 8 , 20.47 , 16.33 , 24.88 , 0.013 , 42.912 , 3.49 , 1.5 , 1.63 , 1.36 , 1.9
441 , 135.86333 , -74.23997 , 135.928711 , -74.238113 , "289.08" , "-17.9" , "SWIFT J0902.8-74" , "Sy2" , " " , 4.9 , 12.87 , 8.58 , 17.68 , 0.091 , 44.427 , 5.67 , 0.7 , 1.5 , 1.01 , 2
442 , 137.27042 , 3.93433 , 137.31636 , 3.911882 , "226.32" , "32.21" , "SWIFT J0909.0+03" , "QSO" , " " , 5.4 , 10.53 , 6.55 , 15.17 , 3.2 , 47.978 , 5.19 , 0.9 , 1.99 , 1.47 , 2.58
443 , 137.24708 , -9.67531 , 137.208694 , -9.6366 , "239.31" , "24.76" , "SWIFT J0908.9-09" , "Galaxy Cluste" , " " , 12.9 , 17.97 , 15.76 , 20.37 , 0.054 , 44.099 , 2.19 , 1.6 , 3.8 , 3.46 , 4.22
444 , 137.90417 , 45.48919 , 137.874893 , 45.4683 , "174.76" , "43.11" , "SWIFT J0911.2+45" , "Sy2" , " " , 9.3 , 16 , 12.64 , 19.7 , 0.027 , 43.419 , 3.02 , 0.6 , 2.18 , 1.88 , 2.51
445 , 139.02417 , -62.33972 , 139.0392 , -62.324902 , "280.61" , "-9.22" , "SWIFT J0917.2-62" , "Sy1" , " " , 17.6 , 31.8 , 28.27 , 35.5 , 0.057 , 44.397 , 1.62 , 0.6 , 2.23 , 2.06 , 2.4
446 , 139.63167 , 16.28658 , 139.608398 , 16.3053 , "213.85" , "39.73" , "SWIFT J0918.5+16" , "Sy1.5" , " " , 16.6 , 33.09 , 28.98 , 37.41 , 0.029 , 43.812 , 1.71 , 0.9 , 2.09 , 1.92 , 2.27
447 , 139.9125 , 55.40336 , 139.804962 , 55.465286 , "161.09" , "42.83" , "SWIFT J0919.2+55" , "Sy2" , " " , 4.9 , 8.13 , 4.9 , 11.95 , 0.049 , 43.671 , 5.71 , 1.3 , 1.96 , 1.44 , 2.56
448 , 139.32667 , -64.90536 , 139.363373 , -64.940865 , "282.6" , "-10.88" , "SWIFT J0917.2-64" , "Galaxy" , "1RXS J091727.6" , 5.8 , 12.97 , 9.15 , 17.18 , 0.09 , 44.419 , 4.83 , 0.6 , 1.79 , 1.4 , 2.21
449 , 140.03708 , 37.20756 , 139.992004 , 37.191002 , "186.26" , "44.75" , "SWIFT J0920.1+37" , "Sy1.9" , " " , 10.8 , 19.91 , 16.15 , 23.97 , 0.008 , 42.4 , 2.62 , 0.3 , 2.03 , 1.78 , 2.31
450 , 140.17625 , -8.06353 , 140.192703 , -8.0561 , "239.77" , "28.04" , "SWIFT J0920.8-08" , "Sy2" , " " , 19.4 , 40.82 , 36.7 , 45.1 , 0.02 , 43.552 , 1.48 , 1.8 , 2.17 , 2.03 , 2.32
451 , 140.13042 , -55.18611 , 140.110504 , -55.207001 , "275.84" , "-3.83" , "SWIFT J0920.5-55" , "LMXB" , "2MASS J0920264" , 55.8 , 96.14 , 92.76 , 99.59 , 0 , -9.9 , 0.58 , 0.8 , 2.41 , 2.35 , 2.47
452 , 140.94667 , 22.92506 , 140.929199 , 22.909 , "206.04" , "43.09" , "SWIFT J0923.7+22" , "Sy1.2" , " " , 17.4 , 39.86 , 35.5 , 44.38 , 0.032 , 43.983 , 1.64 , 0.6 , 1.84 , 1.7 , 1.99
453 , 140.93208 , -21.61414 , 140.912003 , -21.596399 , "251.77" , "20.01" , "SWIFT J0923.6-21" , "Radio Galaxy" , " " , 6.9 , 15.43 , 11.23 , 20.12 , 0.052 , 43.995 , 4.09 , 1.3 , 2.11 , 1.72 , 2.57
454 , 141.52083 , 69.50917 , 141.448105 , 69.464798 , "143.35" , "38.44" , "SWIFT J0926.1+69" , "Sy1" , " " , 6.2 , 9.23 , 6.18 , 12.84 , 0.039 , 43.514 , 4.55 , 0.4 , 2.21 , 1.73 , 2.8
455 , 141.29458 , 52.27383 , 141.303604 , 52.286301 , "165.03" , "44.36" , "SWIFT J0925.0+52" , "Sy1" , " " , 32.1 , 57.17 , 53.59 , 60.85 , 0.035 , 44.217 , 0.92 , 1.5 , 2.03 , 1.94 , 2.11
456 , 140.99333 , -31.69517 , 140.973907 , -31.6919 , "259.51" , "13.17" , "SWIFT J0924.2-31" , "Sy1.9" , " " , 11.3 , 19.16 , 15.77 , 22.86 , 0.042 , 43.903 , 2.5 , 1.4 , 2.74 , 2.43 , 3.12
457 , 141.52542 , 12.76944 , 141.513702 , 12.7343 , "219.01" , "40.02" , "SWIFT J0926.2+12" , "Sy1.2" , " " , 7.7 , 15.88 , 11.91 , 20.27 , 0.029 , 43.491 , 3.64 , 0.6 , 2.1 , 1.77 , 2.49
458 , 141.89917 , 23.00689 , 141.827118 , 23.020103 , "206.27" , "43.96" , "SWIFT J0927.3+23" , "Sy1" , " " , 5.3 , 15.91 , 10.98 , 21.3 , 0.026 , 43.401 , 5.26 , 0.9 , 1.4 , 0.96 , 1.86
459 , 142.42667 , 62.52014 , 142.407745 , 62.544037 , "151.41" , "41.77" , "SWIFT J0929.7+62" , "Sy2" , " " , 5.5 , 9.04 , 5.9 , 12.67 , 0.026 , 43.131 , 5.14 , 0.6 , 1.99 , 1.52 , 2.55
460 , 141.92875 , -69.75003 , 141.969086 , -69.74411 , "286.88" , "-13.52" , "SWIFT J0927.7-69" , "SRC/X-RAY" , " " , 7 , 9.76 , 7.46 , 12.4 , -1 , -9.9 , 4.01 , 1.2 , 2.99 , 2.56 , 3.55
461 , 141.26292 , -84.37883 , 141.573547 , -84.359306 , "298.12" , "-23.56" , "SWIFT J0925.2-84" , "Sy2" , " " , 5.5 , 8.83 , 5.67 , 12.67 , 0.063 , 43.93 , 5.06 , 1.1 , 2.37 , 1.78 , 3.13
462 , 142.81292 , -51.09672 , 142.825394 , -51.145802 , "274.15" , "0.23" , "SWIFT J0931.5-51" , "New source" , " " , 5.3 , 6.63 , 3.82 , 10.27 , 0 , -9.9 , 5.3 , 0.3 , 2.74 , 1.96 , 4.01
463 , 143.9825 , 61.33492 , 143.96521 , 61.353138 , "152.49" , "42.91" , "SWIFT J0935.9+61" , "Sy1.5/LINER/L" , " " , 4.8 , 7.83 , 4.84 , 11.36 , 0.039 , 43.451 , 5.81 , 0.5 , 2.1 , 1.57 , 2.75
464 , 143.66792 , -21.932 , 143.681503 , -21.927807 , "253.86" , "21.66" , "SWIFT J0934.7-21" , "Sy2" , " " , 5.8 , 20.68 , 15.1 , 26.73 , 0.016 , 43.091 , 4.86 , 0.3 , 1.37 , 0.97 , 1.76
465 , 143.86583 , 26.26592 , 143.8629 , 26.28603 , "202.42" , "46.5" , "SWIFT J0935.5+26" , "Sy1" , " " , 7.2 , 13.27 , 9.74 , 17.19 , 0.122 , 44.714 , 3.91 , 0.7 , 2.17 , 1.82 , 2.6
466 , 144.01042 , -65.83097 , 144.026047 , -65.80928 , "284.68" , "-10.16" , "SWIFT J0936.2-65" , "Sy1.8" , " " , 5.7 , 12.97 , 9.22 , 17.14 , 0.039 , 43.667 , 4.88 , 1.2 , 1.81 , 1.44 , 2.22
467 , 144.94583 , -32.38919 , 144.955002 , -32.43903 , "262.47" , "15.03" , "SWIFT J0939.7-32" , "SRC/X-RAY" , " " , 5 , 5.97 , 3.75 , 9.28 , -1 , -9.9 , 5.57 , 1.9 , 3.66 , 2.56 , 5.54
468 , 145.55417 , 23.72878 , 145.519958 , 23.685263 , "206.56" , "47.38" , "SWIFT J0942.2+23" , "Sy1" , " " , 5.2 , 13.76 , 9.33 , 18.6 , 0.021 , 43.154 , 5.4 , 2 , 1.51 , 1.09 , 1.96
469 , 146.4475 , -14.30217 , 146.425201 , -14.3264 , "249.7" , "28.81" , "SWIFT J0945.6-14" , "Sy2" , " " , 10.7 , 26.89 , 22.13 , 31.96 , 0.008 , 42.55 , 2.62 , 0.3 , 1.94 , 1.71 , 2.19
470 , 146.93417 , 7.41233 , 146.938004 , 7.4224 , "228.59" , "42.27" , "SWIFT J0947.7+07" , "Sy1 BLRG" , " " , 10.6 , 23.62 , 19.37 , 28.15 , 0.086 , 44.636 , 2.66 , 0.8 , 1.98 , 1.74 , 2.24
471 , 147.50917 , 73.26464 , 147.440994 , 73.239998 , "138.01" , "38.08" , "SWIFT J0950.5+73" , "NLRG" , " " , 9.5 , 15.48 , 11.94 , 19.39 , 0.058 , 44.097 , 2.95 , 1.2 , 2 , 1.68 , 2.35
472 , 146.93417 , -30.93819 , 146.917297 , -30.9489 , "262.74" , "17.25" , "SWIFT J0947.6-30" , "Sy2" , " " , 97.7 , 201.3 , 197.1 , 205.5 , 0.008 , 43.509 , 0.41 , 19.3 , 2.16 , 2.13 , 2.19
473 , 147.97333 , -6.82769 , 147.979294 , -6.8229 , "244.26" , "34.88" , "SWIFT J0951.9-06" , "Sy1Sy2" , " " , 7.1 , 19.32 , 14.58 , 24.5 , 0.014 , 42.96 , 3.96 , 0.7 , 1.76 , 1.44 , 2.11
474 , 148.06875 , -62.57467 , 148.084 , -62.542999 , "283.86" , "-6.54" , "SWIFT J0952.3-62" , "Sy1.9" , "CXO J095220.1-" , 7.7 , 15.92 , 12.13 , 20.05 , 0.252 , 45.489 , 3.66 , 1.1 , 1.94 , 1.61 , 2.3
475 , 148.8625 , 69.11842 , 148.888 , 69.065002 , "142.04" , "40.86" , "SWIFT J0955.5+69" , "Sy1.8 LINER" , " " , 9.7 , 15.45 , 12.19 , 19.02 , 0 , -9.9 , 2.89 , 0.4 , 2.16 , 1.87 , 2.5
476 , 149.02875 , 69.70497 , 148.970001 , 69.679001 , "141.36" , "40.57" , "SWIFT J0956.1+69" , "Galaxy Sbrst" , " " , 5.7 , 6.39 , 4.39 , 8.86 , 0.001 , 39.808 , 4.91 , 0.6 , 3.13 , 2.5 , 4.07
477 , 149.51792 , -42.10981 , 149.461075 , -42.143002 , "271.79" , "10.04" , "SWIFT J0958.0-42" , "SRC/X-RAY" , " " , 5.5 , 9.16 , 6.06 , 12.82 , -1 , -9.9 , 5.1 , 0.4 , 2.51 , 2 , 3.19
478 , 149.89833 , 13.03381 , 149.982651 , 13.043821 , "223.54" , "47.5" , "SWIFT J0959.9+13" , "Sy1" , " " , 4.9 , 5.89 , 2.69 , 10.2 , 0.035 , 43.233 , 5.74 , 0.6 , 2.38 , 1.49 , 3.84
479 , 149.8575 , -22.84711 , 149.873093 , -22.8263 , "259.02" , "25" , "SWIFT J0959.5-22" , "Sy2" , " " , 30.4 , 83.17 , 78.06 , 88.38 , 0.008 , 43.068 , 0.97 , 2.6 , 1.77 , 1.7 , 1.86
480 , 149.94875 , -31.2155 , 149.927704 , -31.216223 , "264.99" , "18.73" , "SWIFT J0959.7-31" , "Sy1" , "1RXS J095942.1" , 8.1 , 17.24 , 13.12 , 21.77 , 0.037 , 43.739 , 3.48 , 0.4 , 2.11 , 1.78 , 2.49
481 , 150.5025 , 55.65097 , 150.490799 , 55.679798 , "157.84" , "48.37" , "SWIFT J1001.7+55" , "Sy2" , " " , 17.2 , 33.03 , 29.34 , 36.85 , 0.004 , 42.004 , 1.65 , 3.9 , 1.73 , 1.59 , 1.87
482 , 150.44667 , 28.79561 , 150.456345 , 28.785824 , "200.19" , "52.7" , "SWIFT J1001.8+28" , "N Galaxy;Sy1" , " " , 4.9 , 7.47 , 4.63 , 10.9 , 0.185 , 44.858 , 5.74 , 0.9 , 2.38 , 1.83 , 3.1
483 , 150.81208 , -37.39914 , 150.848373 , -37.395863 , "269.61" , "14.36" , "SWIFT J1003.4-37" , "Sy1" , " " , 5.1 , 10.51 , 6.69 , 14.98 , 0.024 , 43.127 , 5.51 , 1.3 , 2.13 , 1.62 , 2.77
484 , 151.6875 , 65.56214 , 151.8069 , 65.583603 , "145.1" , "43.81" , "SWIFT J1007.4+65" , "Quasar/FSRS" , " " , 5.1 , 8.85 , 5.72 , 12.47 , -1 , -9.9 , 5.5 , 0.8 , 1.98 , 1.5 , 2.56
485 , 151.49917 , -23.06392 , 151.480713 , -23.056944 , "260.43" , "25.84" , "SWIFT J1005.9-23" , "Sy1.5" , " " , 5.7 , 14.63 , 9.94 , 19.9 , 0.013 , 42.728 , 4.9 , 0.5 , 1.94 , 1.5 , 2.46
486 , 152.21 , -9.91758 , 152.202499 , -9.9142 , "250.52" , "35.91" , "SWIFT J1008.6-09" , "Sy1.8" , " " , 4.9 , 13.26 , 8.49 , 18.74 , 0.057 , 44.016 , 5.68 , 1.2 , 1.81 , 1.31 , 2.39
487 , 152.44333 , -42.81144 , 152.450897 , -42.811199 , "273.97" , "10.78" , "SWIFT J1009.3-42" , "Sy2" , " " , 14.3 , 35.35 , 30.72 , 40.19 , 0.033 , 43.956 , 1.98 , 1.4 , 1.79 , 1.62 , 1.97
488 , 152.46958 , -58.28583 , 152.446198 , -58.293098 , "283" , "-1.82" , "SWIFT J1010.0-58" , "HMXB" , " " , 64.9 , 101 , 98.04 , 104 , 0 , -9.9 , 0.53 , 13.8 , 2.71 , 2.66 , 2.76
489 , 152.75208 , -57.82439 , 152.762299 , -57.803902 , "282.86" , "-1.35" , "SWIFT J1010.1-57" , "Symb/WD" , "IGR J10109-574" , 15.2 , 22.18 , 19.52 , 25.02 , 0 , -9.9 , 1.87 , 1 , 2.95 , 2.72 , 3.21
490 , 153.32 , -35.96772 , 153.332993 , -35.9827 , "270.38" , "16.71" , "SWIFT J1013.5-36" , "Sy2" , " " , 6.9 , 20.07 , 14.98 , 25.59 , 0.028 , 43.571 , 4.05 , 0.2 , 1.54 , 1.19 , 1.91
491 , 154.29583 , -4.07078 , 154.320084 , -4.082194 , "246.89" , "41.43" , "SWIFT J1017.0-04" , "Galaxy" , "SWIFT J101716." , 5.2 , 14.71 , 9.79 , 20.26 , 0.041 , 43.757 , 5.4 , 1.3 , 1.56 , 1.11 , 2.03
492 , 155.14 , -2.60428 , 154.994095 , -2.5767 , "246.18" , "43.04" , "SWIFT J1020.5-02" , "Galaxy double" , " " , 5.4 , 5.93 , 0 , 0 , 0.06 , 43.712 , 5.17 , 0.2 , 2.19 , 0 , 0
493 , 155.14 , -2.60428 , 155.262894 , -2.6118 , "246.18" , "43.04" , "SWIFT J1020.5-02" , "Radio Source" , "PMN J1021-0237" , 5.4 , 7.08 , 0 , 0 , -1 , -9.9 , 5.17 , 0.8 , 2.13 , 0 , 0
494 , 155.41083 , -3.48511 , 155.417664 , -3.453889 , "247.32" , "42.65" , "SWIFT J1021.7-03" , "Sy1" , " " , 8.2 , 20.41 , 15.35 , 25.93 , 0.041 , 43.9 , 3.41 , 1.1 , 1.81 , 1.46 , 2.2
495 , 155.89833 , 19.85053 , 155.877396 , 19.865101 , "217.02" , "55.45" , "SWIFT J1023.5+19" , "Sy1.5" , " " , 58.3 , 109.9 , 106 , 113.9 , 0.004 , 42.558 , 0.57 , 4.7 , 2.01 , 1.96 , 2.06
496 , 157.3675 , -38.36831 , 157.440048 , -38.348557 , "274.57" , "16.56" , "SWIFT J1029.8-38" , "Sy2" , " " , 5 , 12.15 , 7.54 , 17.4 , 0.015 , 42.797 , 5.6 , 0.9 , 1.7 , 1.17 , 2.28
497 , 157.88292 , 50.85433 , 157.827148 , 50.893295 , "161.47" , "54.49" , "SWIFT J1031.5+50" , "BL Lac" , " " , 5 , 4.91 , 2.99 , 7.47 , 0.36 , 45.336 , 5.64 , 0.5 , 3.24 , 2.41 , 4.71
498 , 157.88167 , -42.07594 , 157.846329 , -42.060612 , "276.96" , "13.63" , "SWIFT J1031.5-42" , "Galaxy" , " " , 8.4 , 16.54 , 12.55 , 20.93 , 0.019 , 43.145 , 3.33 , 1.2 , 2.07 , 1.74 , 2.43
499 , 157.97083 , -14.29364 , 157.976303 , -14.2809 , "259.33" , "36.5" , "SWIFT J1031.9-14" , "Sy1" , "QSO B1029-140" , 14.5 , 32.52 , 28.26 , 37.01 , 0.086 , 44.777 , 1.95 , 1.9 , 2.12 , 1.94 , 2.31
500 , 157.99 , -34.86342 , 157.966995 , -34.853699 , "273.02" , "19.78" , "SWIFT J1031.7-34" , "Sy2" , " " , 37.4 , 86.41 , 81.89 , 91.02 , 0.011 , 43.341 , 0.81 , 10.3 , 1.92 , 1.85 , 1.99
501 , 158.42958 , 73.03667 , 158.598083 , 73.013954 , "135.47" , "40.56" , "SWIFT J1033.6+73" , "Galaxy" , " " , 6.9 , 12.79 , 9.16 , 16.82 , 0.022 , 43.148 , 4.05 , 2 , 1.82 , 1.44 , 2.26
502 , 158.18625 , -28.587 , 158.185501 , -28.610056 , "269.44" , "25.11" , "SWIFT J1032.7-28" , "Galaxy" , " " , 6.6 , 15.59 , 11.06 , 20.65 , 0.012 , 42.707 , 4.27 , 1 , 1.95 , 1.54 , 2.41
503 , 158.52583 , 52.97272 , 158.315903 , 52.871601 , "158" , "53.76" , "SWIFT J1033.8+52" , "Galaxy" , " " , 6 , 7.39 , 4.6 , 10.7 , 0.065 , 43.882 , 4.71 , 1.1 , 2.18 , 1.67 , 2.81
504 , 159.40292 , -56.80033 , 159.390793 , -56.7994 , "285.35" , "1.43" , "SWIFT J1037.6-56" , "HMXB" , " " , 10.3 , 17.88 , 14.8 , 21.2 , 0 , -9.9 , 2.72 , 2.3 , 2.58 , 2.31 , 2.9
505 , 159.71125 , -49.75569 , 159.688293 , -49.781601 , "282.04" , "7.66" , "SWIFT J1038.8-49" , "Sy1" , " " , 10.4 , 26.21 , 21.74 , 30.93 , 0.06 , 44.355 , 2.71 , 1 , 1.77 , 1.55 , 2.01
506 , 159.97 , -5.08611 , 159.947495 , -5.1162 , "253.33" , "44.74" , "SWIFT J1039.8-05" , "CV/DQ Her" , " " , 5 , 7.56 , 4.89 , 10.83 , 0 , -9.9 , 5.59 , 1.1 , 2.97 , 2.33 , 3.93
507 , 160.08667 , -46.40828 , 160.093933 , -46.423798 , "280.6" , "10.7" , "SWIFT J1040.7-46" , "Sy2" , " " , 11 , 24.93 , 20.7 , 29.44 , 0.02 , 43.353 , 2.56 , 0.8 , 1.99 , 1.76 , 2.24
508 , 160.385 , -17.61969 , 160.255005 , -17.5749 , "264.11" , "35.27" , "SWIFT J1041.4-17" , "Galaxy" , " " , 6.1 , 9.78 , 5.82 , 14.51 , -1 , -9.9 , 4.63 , 0.7 , 2.21 , 1.64 , 2.98
509 , 160.61125 , 0.73622 , 160.534897 , 0.7017 , "247.97" , "49.33" , "SWIFT J1042.4+00" , "Sy2" , " " , 5 , 12.15 , 7.4 , 17.58 , 0.095 , 44.443 , 5.65 , 0.2 , 1.64 , 1.09 , 2.26
510 , 161.05417 , 70.39447 , 161.035583 , 70.405357 , "136.94" , "43.1" , "SWIFT J1044.1+70" , "Sy2" , "CGCG 333-049" , 7.4 , 12.88 , 9.59 , 16.51 , 0.034 , 43.525 , 3.82 , 1.8 , 1.91 , 1.58 , 2.27
511 , 160.85208 , 11.06772 , 160.860306 , 11.090075 , "234.78" , "55.91" , "SWIFT J1043.4+11" , "Sy1" , " " , 6 , 14.17 , 9.73 , 19.14 , 0.048 , 43.879 , 4.69 , 0.6 , 1.64 , 1.21 , 2.1
512 , 161.23208 , 38.155 , 161.204041 , 38.181004 , "182.26" , "61.35" , "SWIFT J1044.8+38" , "Sy1.9" , " " , 5.6 , 13.98 , 9.69 , 18.67 , 0.026 , 43.33 , 4.99 , 0.7 , 1.42 , 0.99 , 1.86
513 , 161.20208 , -59.68603 , 161.264999 , -59.683998 , "287.56" , "-0.65" , "SWIFT J1044.8-59" , "Star" , " " , 5.8 , 6.43 , 4.74 , 8.49 , 0 , -9.9 , 4.84 , 1 , 5.06 , 3.78 , 7.14
514 , 161.31583 , -60.39314 , 161.216293 , -60.419899 , "287.94" , "-1.25" , "SWIFT J1045.3-60" , "SRC/X-RAY" , "IGR J10447-602" , 7.1 , 18.5 , 14.03 , 23.33 , 0 , -9.9 , 3.94 , 0.7 , 1.68 , 1.33 , 2.04
515 , 161.6725 , 25.95586 , 161.677002 , 25.931299 , "208.17" , "62.14" , "SWIFT J1046.8+25" , "Sy2" , " " , 10.4 , 19.31 , 15.51 , 23.4 , 0.021 , 43.265 , 2.7 , 0.5 , 1.92 , 1.66 , 2.21
516 , 162.10458 , -25.18033 , 162.097748 , -25.162056 , "270.67" , "29.87" , "SWIFT J1048.4-25" , "Sy2" , " " , 9 , 25.98 , 20.75 , 31.57 , 0.013 , 42.959 , 3.14 , 1.8 , 1.6 , 1.34 , 1.87
517 , 162.38292 , 22.99558 , 162.378906 , 22.964399 , "214.66" , "62.15" , "SWIFT J1049.4+22" , "Sy2" , "SWIFT J1049.4+" , 16.1 , 32.4 , 28.42 , 36.54 , 0.033 , 43.904 , 1.77 , 1.1 , 1.78 , 1.62 , 1.94
518 , 162.80958 , -17.05092 , 162.906097 , -17.1248 , "266.06" , "37.06" , "SWIFT J1051.2-17" , "Galaxy" , " " , 7.8 , 3.72 , 0 , 0 , 0.018 , 42.447 , 3.59 , 0.6 , 4.31 , 0 , 0
519 , 162.80958 , -17.05092 , 162.812668 , -17.008028 , "266.06" , "37.06" , "SWIFT J1051.2-17" , "Sy2" , " " , 7.8 , 22.43 , 0 , 0 , 0.018 , 43.191 , 3.59 , 1.7 , 1.23 , 0 , 0
520 , 163.16667 , 10.63214 , 163.136993 , 10.606 , "237.74" , "57.56" , "SWIFT J1052.8+10" , "Sy1" , " " , 7.1 , 16.49 , 11.72 , 21.78 , 0.088 , 44.501 , 3.94 , 0.4 , 1.67 , 1.25 , 2.12
521 , 164.96417 , 65.11594 , 164.931534 , 65.068413 , "140.08" , "48.12" , "SWIFT J1059.8+65" , "Sy2" , " " , 6.2 , 11.48 , 8.04 , 15.29 , 0.084 , 44.299 , 4.51 , 1.1 , 1.69 , 1.29 , 2.12
