_id , fermi3fgl_name , other_name , Class , RA, Dec, Significance , Flux 1-100 GeV, Flux 1-100 GeV Error , Spectral Index , Spectral Index Error , Beta , Spectral Type , Power Law Index , TeV Cat , Gamma Assoc. , Prev. Fermi Assoc. , Variability index
1576 , 3FGL J1308.1-6707 , PKS 1304-668 , bcu , 197.0425 , -67.12008 , 16.34 , 1.78e-9 , 1.58e-10 , 2.45 , 0.057 , -9.9 , PowerLaw , 2.45 , N , , 1FGL J1307.3-6701 , 133.573
1577 , 3FGL J1308.7-5738 , , , 197.19875 , -57.63939 , 5.364 , 5.08e-10 , 1.15e-10 , 2.679 , 0.138 , -9.9 , PowerLaw , 2.679 , N , , , 33.824
1578 , 3FGL J1308.7+3545 , 5C 12.291 , fsrq , 197.185 , 35.7605 , 10.913 , 5.53e-10 , 7.55e-11 , 2.357 , 0.092 , -9.9 , PowerLaw , 2.357 , N , , 1FGL J1308.5+3550 , 167.28
1579 , 3FGL J1309.0+0347 , , , 197.2575 , 3.79089 , 4.096 , 2.55e-10 , 6.66e-11 , 2.085 , 0.189 , -9.9 , PowerLaw , 2.085 , N , , , 42.937
1580 , 3FGL J1309.5+1154 , 4C +12.46 , bll , 197.39292 , 11.90069 , 9.135 , 5.84e-10 , 8.61e-11 , 2.143 , 0.114 , -9.9 , PowerLaw , 2.143 , N , , 1FGL J1309.2+1156 , 46.475
1581 , 3FGL J1309.3+4304 , B3 1307+433 , bll , 197.345 , 43.07489 , 29.048 , 1.74e-9 , 1.11e-10 , 1.936 , 0.046 , -9.9 , PowerLaw , 1.936 , N , , 1FGL J1309.5+4304 , 55.225
1582 , 3FGL J1310.2-1159 , TXS 1307-117 , bll , 197.5675 , -11.98519 , 6.875 , 3.36e-10 , 8.66e-11 , 1.798 , 0.193 , -9.9 , PowerLaw , 1.798 , N , , , 41.283
1583 , 3FGL J1310.6+2446 , MG2 J131037+2447 , bcu , 197.65 , 24.78178 , 4.136 , 2.25e-10 , 6.04e-11 , 2.202 , 0.22 , -9.9 , PowerLaw , 2.202 , N , , , 39.127
1584 , 3FGL J1310.6+3222 , OP 313 , fsrq , 197.65667 , 32.36969 , 51.97 , 3.65e-9 , 1.59e-10 , 2.153 , 0.04 , 0.073 , LogParabo , 2.249 , N , , 1FGL J1310.6+3222 , 556.442
1585 , 3FGL J1311.0+0036 , RX J1311.1+0035 , bll , 197.77083 , 0.61378 , 4.713 , 1.64e-10 , 7.78e-11 , 1.545 , 0.284 , -9.9 , PowerLaw , 1.545 , N , , , 30.965
1586 , 3FGL J1310.7+5515 , TXS 1308+554 , fsrq , 197.67792 , 55.26169 , 6.113 , 2.39e-10 , 5.26e-11 , 2.527 , 0.138 , -9.9 , PowerLaw , 2.527 , N , , , 84.556
1587 , 3FGL J1311.8-6230 , , , 197.96792 , -62.50719 , 9.28 , 2.62e-9 , 3.05e-10 , 2.458 , 0.071 , -9.9 , PowerLaw , 2.458 , N , , , 46.188
1588 , 3FGL J1311.8-3430 , LAT PSR J1311-3430 , PSR , 197.95875 , -34.50208 , 62.325 , 7.55e-9 , 2.47e-10 , 1.909 , 0.046 , -9.9 , PLExpCuto , 2.226 , N , , 1FGL J1311.7-3429 , 52.358
1589 , 3FGL J1312.5-2155 , PKS 1309-216 , bll , 198.12542 , -21.93219 , 20.823 , 1.8e-9 , 1.36e-10 , 2.075 , 0.051 , -9.9 , PowerLaw , 2.075 , N , , 1FGL J1312.4-2156 , 62.76
1590 , 3FGL J1312.7-2349 , NVSS J131248-235046 , bcu , 198.19708 , -23.823 , 9.758 , 5.93e-10 , 1.01e-10 , 1.801 , 0.12 , -9.9 , PowerLaw , 1.801 , N , , , 55.591
1591 , 3FGL J1312.7+0051 , PSR J1312+0051 , PSR , 198.19542 , 0.861 , 20.661 , 2.41e-9 , 1.67e-10 , 1.523 , 0.131 , -9.9 , PLExpCuto , 2.166 , N , , 1FGL J1312.6+0048 , 46.348
1592 , 3FGL J1312.8-0424 , PKS B1310-041 , fsrq , 198.22042 , -4.40269 , 16.458 , 9.72e-10 , 1.02e-10 , 2.487 , 0.064 , -9.9 , PowerLaw , 2.487 , N , , , 388.241
1593 , 3FGL J1312.7+4828 , GB 1310+487 , agn , 198.1875 , 48.474 , 66.044 , 4.86e-9 , 1.73e-10 , 2.041 , 0.032 , 0.053 , LogParabo , 2.131 , N , , 1FGL J1312.4+4827 , 3683.862
1594 , 3FGL J1314.7-4237 , MS 13121-4221 , bcu , 198.69417 , -42.62708 , 4.467 , 3.51e-10 , 9.47e-11 , 2.082 , 0.214 , -9.9 , PowerLaw , 2.082 , P , , , 45.024
1595 , 3FGL J1315.1-5329 , PMN J1315-5334 , bcu , 198.78583 , -53.48828 , 14.622 , 1.5e-9 , 1.60e-10 , 2.281 , 0.102 , 0.322 , LogParabo , 2.495 , N , , 1FGL J1314.9-5338 , 158.563
1596 , 3FGL J1314.8+2349 , TXS 1312+240 , bll , 198.71333 , 23.82558 , 21.89 , 1.42e-9 , 1.09e-10 , 2.048 , 0.057 , -9.9 , PowerLaw , 2.048 , N , , 1FGL J1314.7+2346 , 53.777
1597 , 3FGL J1316.2-6446 , , , 199.0625 , -64.76958 , 10.134 , 1.05e-9 , 1.83e-10 , 2.789 , 0.094 , -9.9 , PowerLaw , 2.789 , N , , , 106.085
1598 , 3FGL J1315.4+1130 , 1RXS J131531.9+113327 , bcu , 198.86875 , 11.515 , 4.32 , 2.56e-10 , 7.50e-11 , 1.962 , 0.263 , -9.9 , PowerLaw , 1.962 , N , , , 49.211
1599 , 3FGL J1315.7-0732 , , , 198.94708 , -7.5485 , 12.877 , 8.35e-10 , 9.94e-11 , 2.019 , 0.09 , -9.9 , PowerLaw , 2.019 , N , , 1FGL J1315.6-0729 , 72.48
1600 , 3FGL J1316.0-3338 , PKS 1313-333 , fsrq , 199 , -33.64858 , 25.301 , 2.3e-9 , 1.49e-10 , 2.323 , 0.044 , -9.9 , PowerLaw , 2.323 , N , , 1FGL J1316.1-3341 , 430.481
1601 , 3FGL J1312.3+8513 , , , 198.09083 , 85.22497 , 5.868 , 2.59e-10 , 6.11e-11 , 2.568 , 0.161 , -9.9 , PowerLaw , 2.568 , N , , , 28.95
1602 , 3FGL J1317.6-6315 , , , 199.4025 , -63.25978 , 13.534 , 4.04e-9 , 3.58e-10 , 2.487 , 0.105 , 0.298 , LogParabo , 2.339 , N , , 1FGL J1317.5-6318c , 50.534
1603 , 3FGL J1317.8+3429 , S4 1315+34 , fsrq , 199.46292 , 34.49978 , 6.106 , 2.51e-10 , 5.81e-11 , 2.584 , 0.143 , -9.9 , PowerLaw , 2.584 , N , , 1FGL J1317.8+3425 , 71.811
1604 , 3FGL J1318.7-1232 , PMN J1318-1235 , bcu , 199.69417 , -12.54078 , 8.403 , 5.47e-10 , 8.95e-11 , 2.348 , 0.113 , -9.9 , PowerLaw , 2.348 , N , , , 63.454
1605 , 3FGL J1319.3+1402 , RX J1319.4+1405 , bll , 199.83667 , 14.04989 , 4.297 , 1.88e-10 , 6.26e-11 , 1.865 , 0.244 , -9.9 , PowerLaw , 1.865 , N , , , 33.152
1606 , 3FGL J1321.0+2215 , TXS 1318+225 , fsrq , 200.26875 , 22.26278 , 20.584 , 1.29e-9 , 1.09e-10 , 2.422 , 0.059 , -9.9 , PowerLaw , 2.422 , N , , 1FGL J1321.1+2214 , 162.016
1607 , 3FGL J1319.6+7759 , NVSS J131921+775823 , bcu , 199.90333 , 77.99828 , 9.097 , 3.35e-10 , 6.15e-11 , 1.785 , 0.129 , -9.9 , PowerLaw , 1.785 , N , , , 51.888
1608 , 3FGL J1322.3+0839 , NVSS J132210+084231 , bcu , 200.58208 , 8.65739 , 7.763 , 4.73e-10 , 8.18e-11 , 2.253 , 0.136 , -9.9 , PowerLaw , 2.253 , N , , 1FGL J1322.1+0838 , 73.851
1609 , 3FGL J1322.6-1619 , PMN J1322-1617 , bcu , 200.66583 , -16.31889 , 5.32 , 3.64e-10 , 7.94e-11 , 2.356 , 0.148 , -9.9 , PowerLaw , 2.356 , N , , , 39.585
1610 , 3FGL J1322.8-0938 , PKS B1319-093 , fsrq , 200.70583 , -9.64489 , 14.393 , 7.37e-10 , 9.45e-11 , 2.629 , 0.074 , -9.9 , PowerLaw , 2.629 , N , , 1FGL J1322.7-0943 , 178.643
1611 , 3FGL J1323.2-3901 , , , 200.81 , -39.02469 , 5.604 , 4.15e-10 , 8.82e-11 , 2.523 , 0.145 , -9.9 , PowerLaw , 2.523 , N , , , 35.537
1612 , 3FGL J1322.9+0435 , RBS 1257 , bll , 200.73333 , 4.59658 , 6.132 , 2.7e-10 , 7.17e-11 , 1.74 , 0.201 , -9.9 , PowerLaw , 1.74 , N , , , 40.61
1613 , 3FGL J1323.0+2942 , 4C +29.48 , bcu , 200.75083 , 29.7125 , 17.674 , 1.15e-9 , 1.04e-10 , 2.145 , 0.066 , -9.9 , PowerLaw , 2.145 , N , , 1FGL J1323.1+2942 , 43.487
1614 , 3FGL J1324.0-4330e , Cen A Lobes , RDG , 200.99958 , -43.5 , 12.147 , 3.39e-9 , 3.31e-10 , 2.528 , 0.053 , -9.9 , PowerLaw , 2.528 , N , , 1FGL J1322.0-4515 , 124.882
1615 , 3FGL J1323.9+1405 , RX J1323.9+1406 , bll , 200.99125 , 14.09419 , 6.307 , 3.79e-10 , 7.50e-11 , 2.076 , 0.142 , -9.9 , PowerLaw , 2.076 , N , , , 48.457
1616 , 3FGL J1325.2-5411 , , , 201.31417 , -54.18589 , 7.006 , 7.52e-10 , 1.23e-10 , 2.475 , 0.101 , -9.9 , PowerLaw , 2.475 , N , , , 31.687
1617 , 3FGL J1321.7+8312 , S5 1322+83 , fsrq , 200.43042 , 83.20669 , 12.662 , 5.05e-10 , 6.84e-11 , 2.572 , 0.083 , -9.9 , PowerLaw , 2.572 , N , , 1FGL J1321.3+8310 , 139.316
1618 , 3FGL J1325.4-4301 , Cen A Core , RDG , 201.36625 , -43.03047 , 43.856 , 3.42e-9 , 1.68e-10 , 2.703 , 0.029 , -9.9 , PowerLaw , 2.703 , P , , 1FGL J1325.6-4300 , 59.328
1619 , 3FGL J1326.2-4651 , , , 201.55917 , -46.85208 , 4.715 , 4.16e-10 , 1.04e-10 , 2.695 , 0.134 , -9.9 , PowerLaw , 2.695 , N , , , 40.945
1620 , 3FGL J1326.6-5256 , PMN J1326-5256 , bll , 201.66292 , -52.93928 , 20.991 , 2.29e-9 , 1.62e-10 , 2.372 , 0.047 , -9.9 , PowerLaw , 2.372 , N , , 1FGL J1327.0-5257 , 363.594
1621 , 3FGL J1326.7-4727 , Omega Cen , glc , 201.695 , -47.46458 , 11.335 , 2e-9 , 2.13e-10 , 2.093 , 0.157 , 0.652 , LogParabo , 2.24 , N , , , 66.391
1622 , 3FGL J1326.1+2931 , TXS 1323+298 , bll , 201.53292 , 29.53319 , 4.805 , 2.29e-10 , 7.42e-11 , 2.069 , 0.246 , -9.9 , PowerLaw , 2.069 , N , , , 51.43
1623 , 3FGL J1326.8+2211 , B2 1324+22 , fsrq , 201.72208 , 22.18439 , 26.216 , 1.66e-9 , 1.21e-10 , 2.334 , 0.064 , 0.151 , LogParabo , 2.448 , N , , 1FGL J1326.6+2213 , 171.625
1624 , 3FGL J1328.5-4728 , 1WGA J1328.6-4727 , bcu , 202.14667 , -47.48139 , 12.116 , 8.07e-10 , 1.72e-10 , 1.699 , 0.131 , -9.9 , PowerLaw , 1.699 , N , , 1FGL J1328.2-4729 , 50.218
1625 , 3FGL J1327.9+2524 , NVSS J132758+252750 , bll , 201.98958 , 25.40108 , 4.306 , 1.37e-10 , 6.46e-11 , 1.678 , 0.306 , -9.9 , PowerLaw , 1.678 , N , , , 32.205
1626 , 3FGL J1328.9-5607 , PMN J1329-5608 , bcu , 202.24 , -56.13089 , 46.08 , 6.76e-9 , 2.50e-10 , 2.219 , 0.033 , 0.124 , LogParabo , 2.34 , N , , 1FGL J1329.2-5605 , 788.263
1627 , 3FGL J1330.1-7002 , PKS 1326-697 , bcu , 202.53833 , -70.04619 , 32.545 , 3.69e-9 , 1.90e-10 , 2.223 , 0.052 , 0.128 , LogParabo , 2.349 , N , , 1FGL J1330.7-7006 , 830.501
1628 , 3FGL J1329.8-6109 , , , 202.4675 , -61.16197 , 11.85 , 2.53e-9 , 2.57e-10 , 2.106 , 0.14 , 0.278 , LogParabo , 2.244 , N , , , 55.663
1629 , 3FGL J1329.1-0536 , , , 202.29917 , -5.60808 , 5.601 , 5.06e-10 , 1.01e-10 , 2.352 , 0.173 , -9.9 , PowerLaw , 2.352 , N , , , 50.63
1630 , 3FGL J1330.0-3818 , Tol 1326-379 , fsrq , 202.50542 , -38.31319 , 5.437 , 3.13e-10 , 8.12e-11 , 2.781 , 0.142 , -9.9 , PowerLaw , 2.781 , N , , , 38.104
1631 , 3FGL J1330.0+4437 , 1RXS J133021.4+444117 , bll , 202.51 , 44.63128 , 7.303 , 3.28e-10 , 6.01e-11 , 2.026 , 0.145 , -9.9 , PowerLaw , 2.026 , N , , , 44.973
1632 , 3FGL J1330.5+3023 , 3C 286 , css , 202.63542 , 30.38858 , 5.249 , 2.45e-10 , 6.13e-11 , 2.6 , 0.16 , -9.9 , PowerLaw , 2.6 , N , , , 39.022
1633 , 3FGL J1331.1-1328 , PMN J1331-1326 , bcu , 202.78708 , -13.48178 , 5.478 , 5.04e-10 , 1.04e-10 , 2.374 , 0.134 , -9.9 , PowerLaw , 2.374 , N , , , 81.578
1634 , 3FGL J1330.4+5641 , , , 202.61167 , 56.688 , 5.072 , 1.09e-10 , 4.33e-11 , 2.996 , 0.219 , -9.9 , PowerLaw , 2.996 , N , , , 50.09
1635 , 3FGL J1330.9+5201 , 87GB 132842.6+521750 , bcu , 202.74458 , 52.02947 , 6.128 , 2.68e-10 , 5.62e-11 , 2.249 , 0.202 , -9.9 , PowerLaw , 2.249 , N , , 1FGL J1331.0+5202 , 47.949
1636 , 3FGL J1331.5+1711 , TXS 1329+174 , bll , 202.88417 , 17.19828 , 9.143 , 3.52e-10 , 7.77e-11 , 2.763 , 0.132 , -9.9 , PowerLaw , 2.763 , N , , , 53.609
1637 , 3FGL J1330.6+7002 , NVSS J133025+700141 , bll , 202.66833 , 70.036 , 10.88 , 3.81e-10 , 5.67e-11 , 1.843 , 0.12 , -9.9 , PowerLaw , 1.843 , N , , 1FGL J1331.0+6957 , 47.745
1638 , 3FGL J1332.0-0508 , PKS 1329-049 , fsrq , 203.01458 , -5.14758 , 49.706 , 4.68e-9 , 1.95e-10 , 2.454 , 0.028 , 0.176 , LogParabo , 2.498 , N , , 1FGL J1331.9-0506 , 1874.97
1639 , 3FGL J1331.8+4718 , B3 1330+476 , fsrq , 202.97167 , 47.30319 , 8.626 , 3.64e-10 , 6.40e-11 , 2.529 , 0.104 , -9.9 , PowerLaw , 2.529 , N , , 1FGL J1332.9+4728 , 74.536
1640 , 3FGL J1332.6-1256 , PMN J1332-1256 , fsrq , 203.1575 , -12.93869 , 19.304 , 1.91e-9 , 1.47e-10 , 2.417 , 0.053 , -9.9 , PowerLaw , 2.417 , N , , 1FGL J1332.6-1255 , 296.667
1641 , 3FGL J1332.8+2723 , MG2 J133305+2725 , fsrq , 203.20875 , 27.3945 , 9.441 , 4.55e-10 , 7.23e-11 , 2.379 , 0.113 , -9.9 , PowerLaw , 2.379 , N , , , 122.503
1642 , 3FGL J1333.8-4417 , , , 203.45375 , -44.28858 , 5.552 , 3.95e-10 , 9.27e-11 , 2.687 , 0.148 , -9.9 , PowerLaw , 2.687 , N , , , 47.809
1643 , 3FGL J1334.3-4152 , , , 203.58708 , -41.8685 , 4.19 , 2.55e-10 , 1.04e-10 , 2.006 , 0.328 , -9.9 , PowerLaw , 2.006 , N , , , 38.499
1644 , 3FGL J1333.7+5057 , CLASS J1333+5057 , fsrq , 203.42542 , 50.95408 , 14.896 , 6.92e-10 , 7.57e-11 , 2.496 , 0.071 , -9.9 , PowerLaw , 2.496 , N , , 1FGL J1333.2+5056 , 166.842
1645 , 3FGL J1335.1-5655 , , , 203.7825 , -56.92369 , 8.211 , 1.03e-9 , 1.44e-10 , 2.338 , 0.1 , -9.9 , PowerLaw , 2.338 , N , , , 66.192
1646 , 3FGL J1335.2-4056 , , , 203.80833 , -40.93539 , 7.195 , 5.37e-10 , 1.00e-10 , 2.68 , 0.111 , -9.9 , PowerLaw , 2.68 , N , , , 50.428
1647 , 3FGL J1335.4-2949 , 1ES 1332-295 , bll , 203.8525 , -29.82919 , 6.865 , 4.1e-10 , 8.09e-11 , 2.047 , 0.139 , -9.9 , PowerLaw , 2.047 , N , , , 50.731
1648 , 3FGL J1337.6-1257 , PKS 1335-127 , fsrq , 204.41458 , -12.95708 , 19.065 , 1.56e-9 , 1.35e-10 , 2.366 , 0.077 , 0.206 , LogParabo , 2.441 , N , , 1FGL J1337.7-1255 , 100.086
1649 , 3FGL J1338.6-2403 , PKS 1336-237 , bcu , 204.66583 , -24.05378 , 7.887 , 4.51e-10 , 8.48e-11 , 2.576 , 0.108 , -9.9 , PowerLaw , 2.576 , N , , , 52.876
1650 , 3FGL J1339.0+1153 , SDSS J133859.05+115316.7 , bll , 204.75458 , 11.89178 , 11.525 , 6.63e-10 , 8.83e-11 , 1.965 , 0.104 , -9.9 , PowerLaw , 1.965 , N , , 1FGL J1338.9+1153 , 46.212
1651 , 3FGL J1339.8-0133 , PKS 1337-013 , fsrq , 204.97125 , -1.55558 , 5.003 , 3.12e-10 , 7.51e-11 , 2.469 , 0.142 , -9.9 , PowerLaw , 2.469 , N , , , 69.537
1652 , 3FGL J1338.9+6532 , 87GB 133543.8+654752 , fsrq , 204.74292 , 65.54197 , 7.268 , 1.35e-10 , 3.93e-11 , 3.02 , 0.145 , -9.9 , PowerLaw , 3.02 , N , , , 58.781
1653 , 3FGL J1340.6-0408 , NVSS J134042-041006 , bcu , 205.16583 , -4.13708 , 6.652 , 4.28e-10 , 8.25e-11 , 1.981 , 0.134 , -9.9 , PowerLaw , 1.981 , N , , 1FGL J1340.5-0413 , 51.605
1654 , 3FGL J1340.6+4412 , RX J1340.4+4410 , bll , 205.16417 , 44.21239 , 5.811 , 2.54e-10 , 7.82e-11 , 1.934 , 0.249 , -9.9 , PowerLaw , 1.934 , N , , 1FGL J1340.6+4406 , 41.448
1655 , 3FGL J1342.4-6904 , , , 205.61083 , -69.07139 , 4.48 , 4.09e-10 , 1.01e-10 , 2.638 , 0.169 , -9.9 , PowerLaw , 2.638 , N , , , 33.307
1656 , 3FGL J1341.0+3955 , SDSS J134105.10+395945.4 , bll , 205.2625 , 39.9185 , 5.503 , 2.13e-10 , 5.40e-11 , 2.541 , 0.184 , -9.9 , PowerLaw , 2.541 , N , , 1FGL J1341.3+3951 , 45.973
1657 , 3FGL J1341.9-2053 , PKS B1339-206 , fsrq , 205.49 , -20.89489 , 12.408 , 6.85e-10 , 9.81e-11 , 2.648 , 0.077 , -9.9 , PowerLaw , 2.648 , N , , 1FGL J1341.1-2045 , 255.885
1658 , 3FGL J1341.5+5517 , SBS 1339+554 , bll , 205.385 , 55.29339 , 6.046 , 2.19e-10 , 5.11e-11 , 2.563 , 0.169 , -9.9 , PowerLaw , 2.563 , N , , , 39.693
1659 , 3FGL J1342.7+0945 , NVSS J134240+094752 , bcu , 205.67792 , 9.76619 , 5.151 , 2.96e-10 , 7.33e-11 , 1.87 , 0.156 , -9.9 , PowerLaw , 1.87 , N , , , 23.627
1660 , 3FGL J1344.2-1724 , PMN J1344-1723 , fsrq , 206.05083 , -17.401 , 33.146 , 3.23e-9 , 1.78e-10 , 2.044 , 0.054 , 0.126 , LogParabo , 2.184 , N , , 1FGL J1344.2-1723 , 272.585
1661 , 3FGL J1344.5-3655 , PKS 1341-366 , bcu , 206.12542 , -36.9295 , 5.674 , 3.85e-10 , 8.44e-11 , 2.182 , 0.17 , -9.9 , PowerLaw , 2.182 , N , , , 42.035
1662 , 3FGL J1345.1-6224 , , spp , 206.2975 , -62.41228 , 10.526 , 3.39e-9 , 3.57e-10 , 2.473 , 0.052 , -9.9 , PowerLaw , 2.473 , N , , , 58.297
1663 , 3FGL J1343.6+5753 , 1RXS J134357.9+575426 , fsrq , 205.91167 , 57.89939 , 4.498 , 1.78e-10 , 4.64e-11 , 2.408 , 0.226 , -9.9 , PowerLaw , 2.408 , N , , 1FGL J1342.7+5753 , 41.239
1664 , 3FGL J1345.1+1949 , , , 206.29958 , 19.8275 , 4.838 , 2.37e-10 , 6.53e-11 , 2.603 , 0.185 , -9.9 , PowerLaw , 2.603 , N , , , 44.848
1665 , 3FGL J1345.9-3357 , NVSS J134543-335643 , bcu , 206.49708 , -33.96428 , 6.511 , 4.13e-10 , 8.37e-11 , 2.466 , 0.135 , -9.9 , PowerLaw , 2.466 , N , , , 57.108
1666 , 3FGL J1346.6-6027 , Cen B , rdg , 206.65167 , -60.45369 , 10.409 , 2.03e-9 , 2.21e-10 , 2.318 , 0.086 , -9.9 , PowerLaw , 2.318 , N , , , 45.297
1667 , 3FGL J1345.8+0704 , TXS 1343+073 , fsrq , 206.46125 , 7.07978 , 15.874 , 1.03e-9 , 1.05e-10 , 2.31 , 0.064 , -9.9 , PowerLaw , 2.31 , N , , 1FGL J1346.0+0703 , 189.159
1668 , 3FGL J1346.2-2608 , , , 206.56917 , -26.13969 , 6.486 , 4.49e-10 , 8.66e-11 , 2.326 , 0.123 , -9.9 , PowerLaw , 2.326 , N , , , 45.521
1669 , 3FGL J1345.6+4453 , B3 1343+451 , fsrq , 206.40042 , 44.89419 , 75.773 , 6.52e-9 , 1.96e-10 , 2.195 , 0.025 , 0.06 , LogParabo , 2.287 , N , , 1FGL J1345.4+4453 , 2987.456
1670 , 3FGL J1346.9-2958 , NVSS J134706-295840 , bcu , 206.74417 , -29.9725 , 8.246 , 5.14e-10 , 9.46e-11 , 1.744 , 0.131 , -9.9 , PowerLaw , 1.744 , N , , , 45.901
1671 , 3FGL J1348.5-7150 , , , 207.14208 , -71.83908 , 5.15 , 3.77e-10 , 9.89e-11 , 2.638 , 0.181 , -9.9 , PowerLaw , 2.638 , N , , , 58.128
1672 , 3FGL J1347.6-3754 , PMN J1347-3750 , fsrq , 206.92375 , -37.90328 , 13.096 , 9.31e-10 , 1.06e-10 , 2.493 , 0.074 , -9.9 , PowerLaw , 2.493 , N , , 1FGL J1347.8-3751 , 165.902
1673 , 3FGL J1348.5-5833 , , , 207.14875 , -58.56269 , 7.118 , 6.48e-10 , 1.42e-10 , 2.793 , 0.129 , -9.9 , PowerLaw , 2.793 , N , , , 48.227
1674 , 3FGL J1350.4-6224 , , , 207.62208 , -62.41197 , 12.31 , 4.71e-9 , 4.75e-10 , 2.165 , 0.135 , 0.448 , LogParabo , 2.185 , N , , , 58.241
1675 , 3FGL J1349.6-1133 , PKS 1346-112 , fsrq , 207.40667 , -11.55958 , 18.391 , 1.35e-9 , 1.20e-10 , 2.392 , 0.057 , -9.9 , PowerLaw , 2.392 , N , , , 642.103
1676 , 3FGL J1351.1-2743 , , , 207.79292 , -27.72028 , 5.402 , 3.52e-10 , 7.73e-11 , 2.382 , 0.151 , -9.9 , PowerLaw , 2.382 , N , , , 48.982
1677 , 3FGL J1350.8+3035 , B2 1348+30B , fsrq , 207.70417 , 30.5985 , 20.216 , 1.04e-9 , 9.35e-11 , 2.371 , 0.054 , -9.9 , PowerLaw , 2.371 , N , , 1FGL J1351.0+3035 , 289.323
1678 , 3FGL J1351.1+0030 , PKS 1348+007 , fsrq , 207.79417 , 0.51419 , 7.297 , 4.66e-10 , 8.32e-11 , 2.313 , 0.13 , -9.9 , PowerLaw , 2.313 , N , , , 168.628
1679 , 3FGL J1351.7-2913 , PKS 1348-289 , bcu , 207.92667 , -29.2265 , 9.047 , 6.45e-10 , 9.54e-11 , 2.396 , 0.093 , -9.9 , PowerLaw , 2.396 , N , , , 89.026
1680 , 3FGL J1351.4+1115 , RX J1351.3+1115 , bll , 207.85083 , 11.2665 , 12.859 , 6.62e-10 , 9.29e-11 , 1.711 , 0.095 , -9.9 , PowerLaw , 1.711 , N , , 1FGL J1351.5+1115 , 45.846
1681 , 3FGL J1351.8-1524 , , , 207.96 , -15.40658 , 4.405 , 2.95e-10 , 7.64e-11 , 2.4 , 0.199 , -9.9 , PowerLaw , 2.4 , N , , 1FGL J1351.8-1523 , 53.038
1682 , 3FGL J1353.5-6640 , 1RXS J135341.1-664002 , bll , 208.38958 , -66.66669 , 10 , 8.34e-10 , 1.33e-10 , 1.905 , 0.103 , -9.9 , PowerLaw , 1.905 , N , , 1FGL J1353.6-6640 , 48.315
1683 , 3FGL J1353.1-4414 , PKS 1349-439 , bll , 208.28333 , -44.24508 , 9.766 , 5.89e-10 , 9.72e-11 , 2.593 , 0.104 , -9.9 , PowerLaw , 2.593 , N , , , 36.786
1684 , 3FGL J1353.2+1435 , OP 186 , bll , 208.31667 , 14.6 , 10.72 , 5.97e-10 , 8.45e-11 , 2.343 , 0.1 , -9.9 , PowerLaw , 2.343 , N , , 1FGL J1353.3+1434 , 72.108
1685 , 3FGL J1355.0-1044 , PKS 1352-104 , fsrq , 208.75208 , -10.73828 , 11.628 , 8.27e-10 , 1.02e-10 , 2.387 , 0.08 , -9.9 , PowerLaw , 2.387 , N , , 1FGL J1354.9-1041 , 195.194
1686 , 3FGL J1354.5+3705 , FIRST J135426.6+370654 , bll , 208.63208 , 37.08678 , 7.809 , 3.83e-10 , 6.74e-11 , 2.263 , 0.119 , -9.9 , PowerLaw , 2.263 , N , , , 38.273
1687 , 3FGL J1356.6-6428 , PSR J1357-6429 , PSR , 209.16417 , -64.47989 , 17.945 , 2.63e-9 , 2.12e-10 , 2.561 , 0.046 , -9.9 , PowerLaw , 2.561 , E , , , 54.616
1688 , 3FGL J1356.3-4029 , SUMSS J135625-402820 , bcu , 209.08042 , -40.48839 , 5.677 , 3.88e-10 , 8.57e-11 , 2.06 , 0.18 , -9.9 , PowerLaw , 2.06 , N , , , 44.414
1689 , 3FGL J1357.5+0125 , RX J1357.6+0128 , bll , 209.39833 , 1.433 , 5.774 , 4.11e-10 , 8.62e-11 , 2.142 , 0.174 , -9.9 , PowerLaw , 2.142 , N , , , 48.453
1690 , 3FGL J1358.5-6025 , , , 209.64333 , -60.42978 , 15.425 , 4.1e-9 , 3.40e-10 , 2.357 , 0.08 , 0.231 , LogParabo , 2.475 , N , , , 53.162
1691 , 3FGL J1359.2+0204 , PKS 1356+022 , fsrq , 209.80792 , 2.06958 , 4.794 , 3.67e-10 , 8.35e-11 , 2.333 , 0.162 , -9.9 , PowerLaw , 2.333 , N , , , 42.064
1692 , 3FGL J1359.9-3746 , PMN J1359-3746 , bll , 209.98125 , -37.77628 , 11.702 , 8.25e-10 , 1.07e-10 , 2.024 , 0.109 , -9.9 , PowerLaw , 2.024 , N , , 1FGL J1400.1-3743 , 44.432
1693 , 3FGL J1359.0+5544 , 87GB 135720.6+555936 , fsrq , 209.76458 , 55.74578 , 17.44 , 6.15e-10 , 7.04e-11 , 2.593 , 0.068 , -9.9 , PowerLaw , 2.593 , N , , 1FGL J1359.1+5539 , 141.537
1694 , 3FGL J1400.7-5605 , PMN J1400-5605 , bcu , 210.175 , -56.09097 , 9.069 , 9.33e-10 , 1.34e-10 , 2.497 , 0.087 , -9.9 , PowerLaw , 2.497 , N , , 1FGL J1400.9-5559 , 112.952
1695 , 3FGL J1357.6+7643 , S5 1357+76 , fsrq , 209.40625 , 76.72239 , 12.792 , 5.2e-10 , 6.72e-11 , 2.484 , 0.088 , -9.9 , PowerLaw , 2.484 , N , , 1FGL J1358.1+7646 , 103.246
